id,sbp,spc,cla,sbc,ifc,dvn,sbd,ord,sbo,ifo,spf,fam,sbf,tri,gen,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Meadorus,lateralis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Meadorus,griseus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,Mecinus,janthinus
NA,Myriapoda,NA,Chilopoda,NA,NA,NA,NA,Geophilomorpha,NA,NA,NA,Mecistocephalidae,NA,NA,Mecistocephalus,maxillaris
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Megacrania,alpheus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Megacrania,wegneri
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Odonata,NA,Odonata,Zygoptera,NA,Coenagrionoidea,Pseudostigmatidae,NA,NA,Megaloprepus,coerulatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Apoidea,Halictidae,NA,NA,Megalopta,genalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Scarabaeini,Megathoposoma,candezei
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,NA,NA,Melanotus,fuscipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Elateridae,NA,NA,Melanotus,longulus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Eulophidae,NA,NA,Melittobia,acasta
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Eulophidae,NA,NA,Melittobia,clavicornis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Eulophidae,NA,NA,Melittobia,australica
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Eulophidae,NA,NA,Melittobia,digitata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Melolonthinae,NA,Melolontha,melolontha
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,c-album
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,tectigera
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,dorsata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,orteguazaensis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,flava
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,mexicana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,trimaculata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,caguetaensis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Membracis,foliata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Strepsiptera,Stylopidia,NA,Mengeoidea,Mengeidae,NA,NA,Mengea,tertiaria
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Strepsiptera,Stylopidia,NA,Mengeoidea,Mengeidae,NA,NA,Mengea,californica
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Syrphoidea,Syrphidae,NA,NA,Merodon,equestris
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,NA,Hebridae,NA,NA,Merragata,hebroides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Mesoleius,tenthredinis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Mesoleius,audax
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Mesoleius,conformis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Tenebrionidae,NA,NA,Mesomorphus,villiger
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,NA,Mesoveliidae,NA,NA,Mesovelia,musanti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Encyrtidae,NA,NA,Metaphycus,alberti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Metcalfiella,monogramma
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Metriotes,diocles
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,NA,Metrobates,trux
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,NA,Metrobates,porcus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Halobatinae,NA,Metrocoris,bilobatoides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Halobatinae,NA,Metrocoris,communis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Halobatinae,NA,Metrocoris,omanensis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Halobatinae,NA,Metrocoris,stranguloides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Gelechiidae,NA,NA,Metzneria,paucipunctella
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Stegaspidinae,NA,Microcentrus,caryae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Neuroptera,NA,NA,NA,Hemerobiidae,NA,NA,Micromus,posticus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Braconidae,NA,NA,Microplitis,plutellae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Apoidea,Sphecidae,Pemphredoninae,NA,Microstigmus,comes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Microveliinae,NA,Microvelia,fontinalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Microveliinae,NA,Microvelia,atrata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Microveliinae,NA,Microvelia,ashlocki
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,NA,Micrutalis,calva
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Minarthrum,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Orthoptera,Ensifera,NA,NA,Gryllidae,NA,NA,Miogryllus,lineatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Vespoidea,Vespidae,NA,NA,Mischnocyttarus,mexicanus
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite1,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite2,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite3,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite4,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite5,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite6,spp
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,NA,NA,NA,Mite7,spp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Apoidea,Crabronidae,NA,NA,Moniaecera,asperata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Embioptera,Embiidina,NA,NA,Embiidae,NA,NA,Monotylota,ramburi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Adephaga,NA,NA,Carabidae,NA,NA,Mormolyce,phyllodes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrodontinae,NA,Multareoides,digitatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Carnoidea,Muscidae,NA,NA,Musca,domestica
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Pteromalidae,NA,NA,Muscidifurax,raptor
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,Ipinae,NA,Myelophilus,piniperda
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Meloidae,NA,NA,Mylabris,pustulatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,Myllocerus,maculosus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Trichoptera,NA,NA,NA,Leptoceridae,NA,NA,Mystacides,longicornis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,NA,Nabidae,NA,NA,Nabis,alternatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,NA,Nabidae,NA,NA,Nabis,rugosus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,NA,Naboandelus,monodi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,NA,Naboandelus,patrizii
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Trepobatinae,NA,Naboandelus,bandama
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Labiduridae,NA,NA,Nala,lavidipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Labiduridae,NA,NA,Nala,tenuicornis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Heteronotinae,NA,Nassunia,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,NA,Naucoridae,NA,NA,Naucoris,maculatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blaberidae,Oxyhaloinae,NA,Nauphoeta,cinerea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Braconidae,NA,NA,Nealiolus,curculionis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,NA,NA,Necrobia,rufipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Agyrtidae,NA,NA,Necrophilus,subterraneus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Agyrtidae,NA,NA,Necrophilus,hidrophiloides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Necroscia,sparaxes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Orthoptera,Ensifera,NA,NA,Gryllidae,NA,NA,Nemobius,sylvestris
NA,Hexapoda,NA,Elliplura,NA,NA,NA,NA,Protura,NA,NA,NA,Acerentomidae,NA,NA,Neobaculentulus,izumi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,Neochetina,eichhorniae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,Neochetina,bruchi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blaberidae,Geoscaphinae,NA,Neogeoscapheus,spp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,NA,Neogerris,parvulus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,NA,Neogerris,severini
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Sternorrhyncha,NA,NA,Aleyrodidae,NA,NA,Neomaskellia,bergii
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Coreoidea,Alydidae,NA,NA,Neomegalotomus,parvus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,NA,Pleidae,NA,NA,Neoplea,striola
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Bombycoidea,Saturniidae,NA,NA,Neoris,huttoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,Nepoidea,Nepidae,NA,NA,Nepa,cinerea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Cynipoidea,Figitidae,Figitinae,NA,Neralsia,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,Ochteroidea,Gelastocoridae,Gelastocorinae,NA,Nerthra,fuscipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Spongiphoridae,NA,NA,Nesogaster,amoena
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Nessorhininae,NA,Nessorhinus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Aradoidea,Aradidae,Aneurinae,NA,Neuroctenus,simplex
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Aradoidea,Aradidae,Aneurinae,NA,Neuroctenus,elongatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Aradoidea,Aradidae,Aneurinae,NA,Neuroctenus,pseudonymus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Aradoidea,Aradidae,Aneurinae,NA,Neuroctenus,hochstetteri
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Pentatomidae,NA,NA,Nezara,viridula
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,germanicus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,humator
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,interruptus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,vespillo
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,defodiens
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,tomentosus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,vespilloides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,quadripunctatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,investigator
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,orbicollis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,pustulatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,mexicanus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,carolinus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,americanus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Silphidae,Nicrophorinae,NA,Nicrophorus,nigrita
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Lucanidae,NA,NA,Nigidius,sp
NA,Hexapoda,NA,Elliplura,NA,NA,NA,NA,Protura,NA,NA,NA,Acerentomidae,NA,NA,Noldo,submontanus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Orthoptera,Ensifera,NA,NA,Acrididae,Cyrtacanthacridinae,NA,Nomadacris,septemfasciata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Pyraloidea,Pyralidae,NA,NA,Nomophila,noctuella
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Siphonaptera,NA,NA,NA,Ceratophyllidae,NA,NA,Nosopsyllus,fasciatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Trichoptera,NA,NA,NA,Sericostomatidae,NA,NA,Notidobia,ciliaris
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Hypsoprorini,Notocera,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,NA,Notonectidae,NA,NA,Notonecta,glauca
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,NA,Notonectidae,NA,NA,Notonecta,lunata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Lygaeoidea,Lygaeidae,NA,NA,Nysius,huttoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Nythobia,insularis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,NA,NA,Oberia,erythrocephala
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,NA,Reduviidae,Harpactorinae,NA,Occamus,typicus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Ocelloveliinae,NA,Ocellovelia,distanti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Ocelloveliinae,NA,Ocellovelia,chinai
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Ocelloveliinae,NA,Ocellovelia,fusca
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Ochropepla,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Ochropepla,inaequalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,Ochteroidea,Ochteridae,NA,NA,Ochterus,marginatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,NA,NA,Odoiporus,longicollis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Bolboceratidae,NA,NA,Odonteus,darlingtoni
