"","taxon","parent_taxon"
"34128","Allagrapha","Euchalciina"
"34129","Allerastria","Phytometrini"
"34130","Allotria","Poaphilini"
"34131","Alypiodes","Agaristinae"
"34132","Amiana","Eustrotiinae"
"34133","Amolita","Omopterini"
"34134","Anathix","Xylenina"
"34135","Angulostiria","Stiriina"
"34136","Anhimella","Eriopygini"
"34137","Anhypotrix","Eriopygini"
"34138","Anicla","Agrotina"
"34139","Annaphila","Annaphilina"
"34140","Anomis","Anomini"
"34141","Anorthodes","Athetiina"
"34142","Anterastria","Pseudeustrotiini"
"34143","Antiblemma","Eulepidotinae"
"34144","Anycteola","Triocnemidina"
"34145","Aon","Hypocalinae"
"34146","Apeplopoda","Euchromiina"
"34147","Apocrisias","Phaegopterina"
"34148","Apsaphida","Feraliina"
"34149","Arachnis","Spilosomina"
"34150","Araeopteron","Scolecocampinae"
"34151","Argentostiria","Stiriini"
"34152","Argillophora","Eustrotiinae"
"34153","Argyrogramma","Argyrogrammatini"
"34154","Argyrostrotis","Poaphilini"
"34155","Aristaria","Herminiinae"
"34156","Arugisa","Scolecocampinae"
"34157","Aseptis","Xylenina"
"34158","Athyrma","Eulepidotinae"
"34159","Axenus","Annaphilina"
"34160","Azenia","Azeniina"
"34161","Azeta","Eulepidotinae"
"34162","Bagisara","Bagisarinae"
"34163","Baileya","Risobinae"
"34164","Balsa","Balsinae"
"34165","Bandelia","Phytometrini"
"34166","Baniana","Anobinae"
"34167","Baptarma","Heliothinae"
"34168","Basilodes","Stiriina"
"34169","Behrensia","Oncocnemidinae"
"34170","Bendisodes","Omopterini"
"34171","Benjaminiola","Apameini"
"34172","Bertholdia","Phaegopterina"
"34173","Bistica","Stiriini"
"34174","Biturix","Phaegopterina"
"34175","Bleptina","Herminiinae"
"34176","Eusirus","Eusiridae"
"34177","Boryzops","Melipotini"
"34178","Brachylomia","Xylenina"
"34179","Bruceia","Cisthenina"
"34180","Bryolymnia","Elaphriini"
"34181","Bulia","Melipotini"
"34182","Caenurgia","Euclidiini"
"34183","Calidota","Phaegopterina"
"34184","Callistege","Euclidiini"
"34185","Calophasia","Oncocnemidinae"
"34186","Calyptra","Calpini"
"34187","Capis","Eustrotiinae"
"34188","Capsula","Apameini"
"34189","Caradrina","Caradrinina"
"34190","Carales","Phaegopterina"
"34191","Carteris","Herminiinae"
"34192","Catabena","Oncocnemidinae"
"34193","Catabenoides","Oncocnemidinae"
"34194","Caularis","Agaristinae"
"34195","Cecharismena","Phytometrini"
"34196","Celiptera","Euclidiini"
"34197","Cephalospargeta","Nolinae"
"34198","Cerathosia","Eustrotiinae"
"34199","Cerma","Acronictinae"
"34200","Chaetaglaea","Xylenina"
"34201","Chalcopasta","Stiriina"
"34202","Chamaeclea","Stiriini"
"34203","Charadra","Pantheinae"
"34204","Chrysoecia","Stiriina"
"34205","Chytonix","Elaphriini"
"34206","Cirrhophanus","Stiriina"
"34207","Cisseps","Ctenuchina"
"34208","Cissusa","Melipotini"
"34209","Cisthene","Cisthenina"
"34210","Clemensia","Cisthenina"
"34211","Cobalos","Apameini"
"34212","Cobubatha","Eustrotiinae"
"34213","Coenipeta","Omopterini"
"34214","Collomena","Collomeninae"
"34215","Colobochyla","Hypeninae"
"34216","Comachara","Acronictinae"
"34217","Harcledo","Eusiridae"
"34218","Composia","Pericopina"
"34219","Concana","Collomeninae"
"34220","Condica","Condicini"
"34221","Copablepharon","Agrotina"
"34222","Copanarta","Oncocnemidinae"
"34223","Copibryophila","Triocnemidina"
"34224","Copivaleria","Psaphidina"
"34225","Coranarta","Hadenini"
"34226","Cosmia","Cosmiina"
"34227","Cosmosoma","Euchromiina"
"34228","Coxina","Omopterini"
"34229","Crambidia","Lithosiina"
"34230","Crambodes","Leuconyctini"
"34231","Crimona","Triocnemidina"
"34232","Crocigrapha","Orthosiini"
"34233","Cropia","Psaphidini"
"34234","Cryphia","Bryophilinae"
"34235","Ctenoplusia","Argyrogrammatini"
"34236","Cuahtemoca","Stiriina"
"34237","Cutina","Poaphilini"
"34238","Cycnia","Phaegopterina"
"34239","Cydosia","Cydosiinae"
"34240","Dahana","Ctenuchina"
"34241","Dargida","Hadenini"
"34242","Dasyblemma","Hypenodinae"
"34243","Deinopa","Anobinae"
"34244","Deltote","Eustrotiinae"
"34245","Derrima","Heliothinae"
"34246","Diachrysia","Euchalciina"
"34247","Diastema","Leuconyctini"
"34248","Paramoera","Eusiridae"
"34249","Dichagyris","Agrotina"
"34250","Didasys","Euchromiina"
"34251","Diphthera","Diphtherinae"
"34252","Dodia","Callimorphina"
"34253","Dolocucullia","Cuculliinae"
"34254","Doryodes","Euclidiini"
"34255","Drasteria","Melipotini"
"34256","Dryotype","Antitypina"
"34257","Dypterygia","Dypterygiini"
"34258","Dyspyralis","Hypenodinae"
"34259","Dysschema","Pericopina"
"34260","Ectypia","Phaegopterina"
"34261","Egira","Orthosiini"
"34262","Eilema","Lithosiina"
"34263","Elousa","Omopterini"
"34264","Emarginea","Nocloina"
"34265","Emariannia","Cuculliinae"
"34266","Empyreuma","Euchromiina"
"34267","Engelhardtia","Eriopygini"
"34268","Enigmogramma","Argyrogrammatini"
"34269","Eosphoropteryx","Euchalciina"
"34270","Ephyrodes","Eulepidotinae"
"34271","Epidemas","Xylenina"
"34272","Epidromia","Omopterini"
"34273","Episcepsis","Euchromiina"
"34274","Epitausa","Eulepidotinae"
"34275","Eriopyga","Eriopygini"
"34276","Escaria","Hadenini"
"34277","Euamiana","Nocloina"
"34278","Euaontia","Phytometrini"
"34279","Eublemma","Eublemmini"
"34280","Eubolina","Omopterini"
"34281","Eucereon","Euchromiina"
"34282","Euchaetes","Phaegopterina"
"34283","Euchalcia","Euchalciina"
"34284","Eucirroedia","Xylenina"
"34285","Euclidia","Euclidiini"
"34286","Euclystis","Omopterini"
"34287","Eucoptocnemis","Agrotina"
"34288","Eudesmia","Eudesmiina"
"34289","Pareusirogenes","Eusiridae"
"34290","Eudocima","Ophiderini"
"34291","Eudryas","Agaristinae"
"34292","Euerythra","Phaegopterina"
"34293","Eulepidotis","Eulepidotinae"
"34294","Eulithosia","Stiriina"
"34295","Euparthenos","Omopterini"
"34296","Eupseudomorpha","Agaristinae"
"34297","Eupseudosoma","Phaegopterina"
"34298","Eupsilia","Xylenina"
"34299","Euros","Apameini"
"34300","Eusceptis","Acontiini"
"34301","Euscirrhopterus","Agaristinae"
"34302","Eutelia","Euteliinae"
"34303","Eutricopis","Heliothinae"
"34304","Eviridemas","Triocnemidina"
"34305","Exyra","Euchalciina"
"34306","Fagitana","Xylenini"
"34307","Fala","Stiriina"
"34308","Fergusonix","Eriopygini"
"34309","Focillidia","Poaphilini"
"34310","Pontogeneia","Eusiridae"
"34311","Forsebia","Melipotini"
"34312","Fota","Triocnemidina"
"34313","Fotella","Leuconyctini"
"34314","Franclemontia","Apameini"
"34315","Gabara","Scolecocampinae"
"34316","Galgula","Elaphriini"
"34317","Gardinia","Lithosiina"
"34318","Garella","Sarrothripini"
"34319","Gerrodes","Agaristinae"
"34320","Gloanna","Triocnemidina"
"34321","Glympis","Phytometrini"
"34322","Gnamptonychia","Lithosiina"
"34323","Gnophaela","Pericopina"
"34324","Goniapteryx","Hypocalinae"
"34325","Goniocarsia","Eulepidotinae"
"34326","Gonodes","Elaphriini"
"34327","Gonodonta","Calpini"
"34328","Grammia","Arctiina"
"34329","Grotella","Grotellina"
"34330","Grotellaforma","Grotellina"
"34331","Hada","Hadenini"
"34332","Hadena","Hadenini"
"34333","Hadenella","Hadenini"
"34334","Haematomis","Cisthenina"
"34335","Halysidota","Phaegopterina"
"34336","Haploa","Callimorphina"
"34337","Hecatera","Hadenini"
"34338","Helia","Omopterini"
"34339","Heliocheilus","Heliothinae"
"34340","Heliolonche","Heliothinae"
"34341","Heliothodes","Heliothinae"
"34342","Hemeroblemma","Thermesiini"
"34343","Hemeroplanis","Phytometrini"
"34344","Hemibryomima","Xylenini"
"34345","Hemieuxoa","Agrotina"
"34346","Hemigrotella","Grotellina"
"34347","Heminocloa","Stiriini"
"34348","Hemioslaria","Stiriini"
"34349","Herminocala","Eulepidotinae"
"34350","Heteranassa","Omopterini"
"34351","Hexorthodes","Eriopygini"
"34352","Himella","Orthosiini"
"34353","Holarctia","Arctiina"
"34354","Holoarctia","Arctiina"
"34355","Homoanarta","Xylenini"
"34356","Homocerynea","Phytometrini"
"34357","Homoglaea","Xylenina"
"34358","Homolagoa","Grotellina"
"34359","Homorthodes","Eriopygini"
"34360","Hoplolythrodes","Stiriina"
"34361","Horama","Euchromiina"
"34362","Hormoschista","Phytometrini"
"34363","Hydroeciodes","Eriopygini"
"34364","Hypenodes","Hypenodinae"
"34365","Hypenula","Herminiinae"
"34366","Hyperborea","Arctiina"
"34367","Hypercompe","Spilosomina"
"34368","Hyperepia","Eriopygini"
"34369","Hyperstrotia","Phytometrini"
"34370","Hypocala","Hypocalinae"
"34371","Hypocrisias","Phaegopterina"
"34372","Hypocrita","Pericopina"
"34373","Hypoprepia","Cisthenina"
"34374","Hypotrix","Eriopygini"
"34375","Hypsoropha","Hypocalinae"
"34376","Hyssia","Eriopygini"
"34377","Ianius","Melipotini"
"34378","Idia","Herminiinae"
"34379","Inopsis","Lithosiina"
"34380","Iodopepla","Actinotiini"
"34381","Iscadia","Eligminae"
"34382","Isogona","Phytometrini"
"34383","Itomia","Omopterini"
"34384","Janseodes","Phytometrini"
"34385","Kakopoda","Omopterini"
"34386","Kodiosoma","Phaegopterina"
"34387","Lacanobia","Hadenini"
"34388","Lascoria","Herminiinae"
"34389","Latebraria","Thermesiini"
"34390","Lateroligia","Apameini"
"34391","Ledaea","Pangraptinae"
"34392","Lemmeria","Apameini"
"34393","Leptarctia","Spilosomina"
"34394","Lerina","Phaegopterina"
"34395","Lesmone","Omopterini"
"34396","Letis","Thermesiini"
"34397","Leucanopsis","Phaegopterina"
"34398","Leucocnemis","Triocnemidina"
"34399","Leuconycta","Leuconyctini"
"34400","Lichnoptera","Pantheinae"
"34401","Lineostriastiria","Stiriina"
"34402","Litholomia","Xylenina"
"34403","Litocala","Melipotini"
"34404","Litoprosopus","Eulepidotinae"
"34405","Lophoceramica","Eriopygini"
"34406","Loscopia","Apameini"
"34407","Lycomorpha","Cisthenina"
"34408","Lycomorphodes","Cisthenina"
"34409","Lygephila","Toxocampinae"
"34410","Lymire","Euchromiina"
"34411","Lythrodes","Nocloina"
"34412","Macristis","Herminiinae"
"34413","Macrochilo","Herminiinae"
"34414","Macrocneme","Euchromiina"
"34415","Magusa","Dypterygiini"
"34416","Maliattha","Eustrotiinae"
"34417","Mammifrontia","Apameini"
"34418","Manbuta","Eulepidotinae"
"34419","Marathyssa","Euteliinae"
"34420","Marilopteryx","Eriopygini"
"34421","Rhachotropis","Eusiridae"
"34422","Marimatha","Eustrotiinae"
"34423","Massala","Eulepidotinae"
"34424","Matigramma","Omopterini"
"34425","Megalographa","Plusiina"
"34426","Meganola","Nolinae"
"34427","Melanapamea","Apameini"
"34428","Melanomma","Hypeninae"
"34429","Melaporphyria","Heliothinae"
"34430","Meleneta","Pantheinae"
"34431","Melipotis","Melipotini"
"34432","Meropleon","Apameini"
"34433","Mesapamea","Apameini"
"34434","Mesogona","Xylenina"
"34435","Metalectra","Boletobiini"
"34436","Metallata","Eulepidotinae"
"34437","Metaponpneumata","Triocnemidina"
"34438","Metaxaglaea","Xylenina"
"34439","Metria","Omopterini"
"34440","Micrathetis","Leuconyctini"
"34441","Microhelia","Heliothinae"
"34442","Mimobarathra","Eriopygini"
"34443","Mimophisma","Poaphilini"
"34444","Minofala","Hadenini"
"34445","Miodera","Eriopygini"
"34446","Miracavira","Feraliina"
"34447","Mocis","Euclidiini"
"34448","Morrisonia","Orthosiini"
"34449","Motya","Collomeninae"
"34450","Mouralia","Abrostolini"
"34451","Mursa","Phytometrini"
"34452","Mycterophora","Boletobiini"
"34453","Myrmecopsis","Euchromiina"
"34454","Mythimna","Leucaniini"
"34455","Nacopa","Triocnemidina"
"34456","Narthecophora","Azeniina"
"34457","Neadysgonia",NA
"34458","Neleucania","Eriopygini"
"34459","Nelphe","Euchromiina"
"34460","Neoarctia","Arctiina"
"34461","Neogrotella","Grotellina"
"34462","Neoligia","Apameini"
"34463","Neophaenis","Dypterygiini"
"34464","Neoplynes","Phaegopterina"
"34465","Neotarache","Eustrotiinae"
"34466","Neotuerta","Agaristinae"
"34467","Neritos","Phaegopterina"
"34468","Neumoegenia","Stiriina"
"34469","Nigetia","Scolecocampinae"
"34470","Niphonyx","Xylenini"
"34471","Nocloa","Nocloina"
"34472","Notarctia","Arctiina"
"34473","Notioplusia","Autoplusiina"
"34474","Nychioptera","Phytometrini"
"34475","Obrima","Eulepidotinae"
"34476","Ogdoconta","Condicini"
"34477","Ommatochila","Phytometrini"
"34478","Opharus","Phaegopterina"
"34479","Ophisma","Poaphilini"
"34480","Opsigalea","Cuculliinae"
"34481","Orodesma","Melipotini"
"34482","Orthodes","Eriopygini"
"34483","Orthomoia","Apameini"
"34484","Oruza","Aventiini"
"34485","Oslaria","Nocloina"
"34486","Oxycilla","Rivulinae"
"34487","Oxycnemis","Triocnemidina"
"34488","Ozarba","Eustrotiinae"
"34489","Pachypolia","Antitypina"
"34490","Paectes","Euteliinae"
"34491","Pagara","Phaegopterina"
"34492","Palpidia","Scolecocampinae"
"34493","Pangrapta","Pangraptinae"
"34494","Panopoda","Eulepidotinae"
"34495","Panula","Melipotini"
"34496","Papestra","Hadenini"
"34497","Parahypenodes","Hypenodinae"
"34498","Parallelia","Poaphilini"
"34499","Paramiana","Nocloina"
"34500","Parapamea","Apameini"
"34501","Pararctia","Arctiina"
"34502","Parascotia","Boletobiini"
"34503","Parasemia","Arctiina"
"34504","Paratrachea","Feraliina"
"34505","Pareuchaetes","Phaegopterina"
"34506","Peraniana","Apameini"
"34507","Perigea","Condicini"
"34508","Perigonica","Orthosiini"
"34509","Petalumaria","Nocloina"
"34510","Phalaenophana","Herminiinae"
"34511","Phalaenostola","Herminiinae"
"34512","Phaloesia","Pericopina"
"34513","Pharga","Scolecocampinae"
"34514","Phlyctaina","Herminiinae"
"34515","Phoberia","Melipotini"
"34516","Phobolosia","Scolecocampinae"
"34517","Phoenicophanta","Eustrotiinae"
"34518","Phoenicoprocta","Euchromiina"
"34519","Phosphila","Phosphilini"
"34520","Phuphena","Phosphilini"
"34521","Phyprosopus","Eulepidotinae"
"34522","Rozinante","Eusiridae"
"34523","Physula","Herminiinae"
"34524","Phytometra","Phytometrini"
"34525","Plagiomimicus","Stiriina"
"34526","Platyprepia","Arctiina"
"34527","Pleromella","Psaphidina"
"34528","Pleromelloida","Oncocnemidinae"
"34529","Plusiodonta","Calpini"
"34530","Podagra","Grotellina"
"34531","Policocnemis","Triocnemidina"
"34532","Poliopastea","Euchromiina"
"34533","Polychrysia","Euchalciina"
"34534","Polygrammate","Acronictinae"
"34535","Ponometia","Acontiini"
"34536","Properigea","Xylenini"
"34537","Propyria","Cisthenina"
"34538","Proroblemma","Eublemmini"
"34539","Prosoparia","Boletobiini"
"34540","Protapamea","Apameini"
"34541","Prothrinax","Nocloina"
"34542","Protodeltote","Eustrotiinae"
"34543","Tethygenia",NA
"34544","Protogygia","Agrotina"
"34545","Protoperigea","Caradrinina"
"34546","Provia","Psaphidina"
"34547","Proxenus","Athetiina"
"34548","Psammathodoxa","Hypocalinae"
"34549","Psammopolia","Eriopygini"
"34550","Psaphida","Psaphidina"
"34551","Psectraglaea","Xylenina"
"34552","Psectrotarsia","Heliothinae"
"34553","Pseudacontia","Oncocnemidinae"
"34554","Pseudalypia","Acontiini"
"34555","Pseudanarta","Xylenini"
"34556","Pseudanthoecia","Xylenini"
"34557","Pseudanthracia","Omopterini"
"34558","Pseudeustrotia","Pseudeustrotiini"
"34559","Pseudobryomima","Xylenini"
"34560","Pseudocharis","Euchromiina"
"34561","Pseudocopivaleria","Psaphidina"
"34562","Pseudohadena","Antitypina"
"34563","Pseudohemihyalea","Phaegopterina"
"34564","Gammaridae","Gammaridea"
"34565","Pseudomarimatha","Elaphriini"
"34566","Pseudopanthea","Pantheinae"
"34567","Pseudorgyia","Scolecocampinae"
"34568","Pseudosphex","Euchromiina"
"34569","Psilopleura","Euchromiina"
"34570","Psychomorpha","Agaristinae"
"34571","Ptichodis","Euclidiini"
"34572","Ptychoglene","Cisthenina"
"34573","Purius","Phaegopterina"
"34574","Pygarctia","Phaegopterina"
"34575","Melitidae","Gammaridea"
"34576","Pygoctenucha","Phaegopterina"
"34577","Pyreferra","Xylenina"
"34578","Rachiplusia","Autoplusiina"
"34579","Redectis","Herminiinae"
"34580","Redingtonia","Nocloina"
"34581","Rejectaria","Herminiinae"
"34582","Renia","Herminiinae"
"34583","Renodes","Eulepidotinae"
"34584","Resapamea","Apameini"
"34585","Rhabdatomis","Cisthenina"
"34586","Anisogammarus","Anisogammaridae"
"34587","Rhizagrotis","Antitypina"
"34588","Rhizedra","Apameini"
"34589","Rhosologia","Scolecocampinae"
"34590","Ruacodes","Nocloina"
"34591","Schinia","Heliothinae"
"34592","Scolecocampa","Scolecocampinae"
"34593","Seirarctia","Spilosomina"
"34594","Selenisa","Omopterini"
"34595","Selicanis","Apameini"
"34596","Sericaglaea","Xylenina"
"34597","Sexserrata","Nocloina"
"34598","Sigela","Scolecocampinae"
"34599","Simplicia","Herminiinae"
"34600","Sonorarctia","Arctiina"
"34601","Spargaloma","Phytometrini"
"34602","Sparkia","Hadenini"
"34603","Speocropia","Phosphilini"
"34604","Spiloloma","Catocalini"
"34605","Spiramater","Hadenini"
"34606","Spragueia","Acontiini"
"34607","Stibaera","Condicini"
"34608","Stiria","Stiriina"
"34609","Stretchia","Orthosiini"
"34610","Striacosta","Agrotina"
"34611","Stylopoda","Oncocnemidinae"
"34612","Supralathosea","Feraliina"
"34613","Syllectra","Eulepidotinae"
"34614","Synorthodes","Eriopygini"
"34615","Syntomeida","Euchromiina"
"34616","Tarache","Acontiini"
"34617","Tathorhynchus","Toxocampinae"
"34618","Tetanolita","Herminiinae"
"34619","Tholera","Tholerini"
"34620","Thurberiphaga","Stiriini"
"34621","Thysania","Thermesiini"
"34622","Toxonprucha","Omopterini"
"34623","Trachea","Dypterygiini"
"34624","Trichocerapoda","Eriopygini"
"34625","Trichocosmia","Hadenini"
"34626","Trichofeltia","Eriopygini"
"34627","Tricholita","Eriopygini"
"34628","Trichopolia","Eriopygini"
"34629","Tridepia","Hadenini"
"34630","Triocnemis","Triocnemidina"
"34631","Tripudia","Eustrotiinae"
"34632","Tristyla","Azeniina"
"34633","Trocodima","Phaegopterina"
"34634","Trudestra","Hadenini"
"34635","Tyrissa","Omopterini"
"34636","Tyta","Metoponiinae"
"34637","Ufeus","Ufeina"
"34638","Ulolonche","Eriopygini"
"34639","Unciella","Triocnemidina"
"34640","Virbia","Arctiina"
"34641","Viridemas","Feraliina"
"34642","Walterella","Nocloina"
"34643","Xanthopastis","Glottulini"
"34644","Xanthothrix","Stiriina"
"34645","Xerociris","Agaristinae"
"34646","Xylomoia","Apameini"
"34647","Xystopeplus","Xylenina"
"34648","Zale","Omopterini"
"34649","Zaleops","Omopterini"
"34650","Zanclognatha","Herminiinae"
"34651","Zelicodes","Rivulinae"
"34652","Zosteropoda","Eriopygini"
"34653","Zotheca","Cosmiina"
"34654","Manoba","Nolinae"
"34655","Rhynchopalpus",NA
"34656","Gondysia","Poaphilini"
"34657","Xenosoma","Pericopina"
"34658","Aclytia","Euchromiina"
"34659","Dinumma","Anomini"
"34660","Gonodontodes","Calpini"
"34661","Protoschinia","Heliothinae"
"34662","Aumakua","Cuculliinae"
"34663","Bocana","Herminiinae"
"34664","Chalciope","Poaphilini"
"34665","Earias","Eariadini"
"34666","Haliophyle","Hadenini"
"34667","Lophoplusia","Plusiina"
"34668","Ophiusa","Ophiusini"
"34669","Pandesma","Pandesmini"
"34670","Pseudoschrankia","Hypeninae"
"34671","Sesamia","Hadenini"
"34672","Stictoptera","Stictopterinae"
"34673","Trichoclea",NA
"34674","Ceradocus","Melitidae"
"34675","Elasmopus","Melitidae"
"34676","Eriopisa","Melitidae"
"34677","Gammaracanthus","Gammaracanthidae"
"34678","Gammarellus","Gammarellidae"
"34679","Gammarus","Gammaridae"
"34680","Rivulogammarus",NA
"34681","Maera","Melitidae"
"34682","Megaluropus","Megaluropidae"
"34683","Melita","Melitidae"
"34684","Melitoides","Melitidae"
"34685","Metaceradocoides","Gammaridae"
"34686","Metaceradocus","Gammaridae"
"34687","Weyprechtia","Calliopiidae"
"34688","Casco","Melphidippidae"
"34689","Marinogammarus","Gammaridae"
"34690","Jerbarnia","Melitidae"
"34691","Eogammarus","Anisogammaridae"
"34692","Spinulogammarus","Anisogammaridae"
"34693","Dulichiella","Melitidae"
"34694","Parelasmopus","Gammaridae"
"34695","Netamelita","Melitidae"
"34696","Tabztzius","Gammaridae"
"34697","Cheirocratus","Gammaridae"
"34698","Stygobromus","Crangonyctidae"
"34699","Stygonectes",NA
"34700","Synpleonia",NA
"34701","Synurella","Crangonyctidae"
"34702","Eriopisella","Melitidae"
"34703","Ramellogammarus","Anisogammaridae"
"34704","Bactrurus","Crangonyctidae"
"34705","Haustoriidae","Gammaridea"
"34706","Eohaustorius","Haustoriidae"
"34707","Pontoporeia","Pontoporeiidae"
"34708","Priscillina","Pontoporeiidae"
"34709","Urothoe","Urothoidae"
"34710","Acanthohaustorius","Haustoriidae"
"34711","Amphiporeia","Pontoporeiidae"
"34712","Bathyporeia","Pontoporeiidae"
"34713","Lepidactylus","Haustoriidae"
"34714","Neohaustorius","Haustoriidae"
